fiscal_year,bid_number,document_type,record_date,record_number,title,normalized_vendor,category,subcategory,evidence_basis,substantive_source_url,procurement_status,award_status,contract_status,amendment_status,po_status,invoice_status,payment_status,approved_amount,contract_ceiling,verified_actual_payments,parent_contract_number,source_url,notes
"FY2025-26",,"Renewals/Extensions/Amendments","2026-05-13","2025/2026-92 AM1","DEPARTMENT OF HEALTH - STORAGE OF BLOOD PRODUCTS","STORAGE OF BLOOD PRODUCTS","Health/Human Services",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2025/2026-92","https://dmcc.clayclerk.com/Documents/Download/18648","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-05-14","2024/2025-292 AM1","FIRST AMENDMENT TO AGREEMENT FOR CLAY COUNTY COURTHOUSE RENOVATION - BORDEN CONSTRUCTION","BORDEN CONSTRUCTION","Construction/Repairs/Facilities",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2024/2025-292","https://dmcc.clayclerk.com/Documents/Download/18677","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-05-15","2025/2026-0159","PATTERSON VETERNIARY SUPPLY - CLAY COUNTY ANIMAL SERVICES",,"Community/Nonprofit Agreements",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18712","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-05-18","2023/2024-197 RN1","FIRST RENEWAL AND AMENDMENT TO AGREEMENT FOR CONTINUOUS ASPHALT RESURFACING, PAVING AND SUPPLIES - KUDZUE 3 TRUCKING, INC","KUDZUE 3 TRUCKING, INC","Roads/Transportation",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2023/2024-197","https://dmcc.clayclerk.com/Documents/Download/18676","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-05-18","2024/2025-41 AM4","FOURTH AMENDMENT TO AGREEMENT FOR CR 220 WIDENING – PHASE 2 - REEVES CONSTRUCTION","REEVES CONSTRUCTION","Roads/Transportation",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2024/2025-41","https://dmcc.clayclerk.com/Documents/Download/18675","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-05-18","2025/2026-0160","AGREEMENT FOR CLAY COUNTY SHERIFF’S OFFICE BUILDING 500 RENOVATION - BROGDON BUILDERS","BROGDON BUILDERS","Sheriff/Jail",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18661","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-05-18","2025/2026-0163","AGREEMENT FOR TILE REPLACEMENT AT CLAY COUNTY JAIL - TOWN OF FLOORS","TOWN OF FLOORS","Sheriff/Jail",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18660","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-05-19","2023/2024-194 AM2","PLACER LABS, INC. - PLACER.AI","PLACER.AI","Software/SaaS/Subscriptions/IT",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2023/2024-194","https://dmcc.clayclerk.com/Documents/Download/18670","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-05-19","2025/2026-0164","NORTHEAST FLORIDA SAFETY AND HEALTH - FORKLIFT TRAINING - PUBLIC WORKS","PUBLIC WORKS","Training/Education",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18671","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-05-22","2025/2026-0165","BRINDLEE MOUNTAIN FIRE APPARATUS",,"Fire/EMS",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18672","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-05-26","2025/2026-0166","MOU - CLAY COUNTY AND FLORIDA DEPARTMENT OF LAW ENFORCEMENT - USAGE OF THE CLAY COUNTY GUN RANGE",,"Public Safety",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18682","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-05-27","2023/2024-105 SA5","LOCAL AGENCY PROGRAM SUPPLEMENTAL AGREEMENT - FDOT CR220","FDOT CR220","Roads/Transportation",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2023/2024-105 SA5","https://dmcc.clayclerk.com/Documents/Download/18695","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-05-28","2024/2025-41 AM5","FIFTH AMENDMENT TO AGREEMENT FOR CR 220 WIDENING – PHASE 2 - REEVES","REEVES","Roads/Transportation",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2024/2025-41","https://dmcc.clayclerk.com/Documents/Download/18678","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-06-02","2023/2024-196 RN1","FIRST RENEWAL AND AMENDMENT TO AGREEMENT FOR CONTINUOUS ASPHALT RESURFACING, PAVING AND SUPPLIES - HUBBARD","HUBBARD","Roads/Transportation",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2023/2024-196","https://dmcc.clayclerk.com/Documents/Download/18688","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-06-03","2024/2025-306 AM3","PURCHASE ORDER AGREEMENT 2 - LSF PO122-2 CORE YR3","LSF PO122-2 CORE YR3","Health/Human Services",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2024/2025-306","https://dmcc.clayclerk.com/Documents/Download/18697","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-03","2025/2026-0169","AGREEMENT FOR FIREFIGHTER GEAR STORAGE SHED CONSTRUCTION - BAKER CONSULTING","BAKER CONSULTING","Fire/EMS",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18684","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-03","2025/2026-0170","ADMAS REMCO - ORANGE PARK LIBRARY PRINTER LEASE","ORANGE PARK LIBRARY PRINTER LEASE","Parks/Recreation",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18685","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-03","2025/2026-0171","ADAMS REMCO - GREEN COVE SPRINGS LIBRARY PRINTER LEASE","GREEN COVE SPRINGS LIBRARY PRINTER LEASE","Equipment/Fleet",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18686","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-03","2025/2026-0172","ADAMS REMCO - MIDDLEBURG CLAY HILL LIBRARY PRINTER LEASE","MIDDLEBURG CLAY HILL LIBRARY PRINTER LEASE","Equipment/Fleet",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18687","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-06-04","2025/2026-24 AM1","FIRST AMENDMENT TO AGREEMENT FOR SIDEWALKS FOR THE COMMUNITY DEVELOPMENT BLOCK GRANT ENTITLEMENT PROGRAM - JAX UTILITIES MANAGEMENT","JAX UTILITIES MANAGEMENT","Roads/Transportation",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2025/2026-24","https://dmcc.clayclerk.com/Documents/Download/18683","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-06-08","2022/2023-205 RN2","SECOND RENEWAL AND AMENDMENT TO AGREEMENT FOR MOWING SERVICES FOR CLAY COUNTY PARKS AND RECREATION - FL LAWN MEDICS","FL LAWN MEDICS","Parks/Recreation",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2022/2023-205","https://dmcc.clayclerk.com/Documents/Download/18689","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-06-08","2023/2024-256 AM4","FOURTH AMENDMENT TO PHASE 2 CONSTRUCTION MANAGEMENT AT RISK (CMAR) CONSTRUCTION AGREEMENT FOR THE CLAY COUNTY BUILDING/ECONOMIC DEVELOPMENT SERVICES FACILITY - SCORPIO","SCORPIO","Construction/Repairs/Facilities",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2023/2024-256","https://dmcc.clayclerk.com/Documents/Download/18690","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-08","2025/2026-167","GRANT AGREEMENT - STATE OF FLORIDA DEPARTMENT OF STATE - GRANT AWARD - ARCHIVE BUILDING",,"Construction/Repairs/Facilities",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18826","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-06-09","2022/2023-201 AM3 RN1","FIRST RENEWAL AND THIRD AMENDMENT TO AGREEMENT FOR TOURISM ADVERTISING AGENCY",,"Tourism/Marketing",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","NEEDS VERIFICATION","FOUND","N/A","N/A","N/A",,,,"2022/2023-201","https://dmcc.clayclerk.com/Documents/Download/18639","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-06-09","2022/2023-306 RN1","FIRST RENEWAL TO PRECONSTRUCTION MASTER AGREEMENT FOR CONSTRUCTION MANAGEMENT AT RISK SERVICES FOR PUBLIC SAFETY FACILITIES - AJAX BUILDING COMPANY","AJAX BUILDING COMPANY","Public Safety",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2022/2023-306","https://dmcc.clayclerk.com/Documents/Download/18769","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-06-09","2024/2025-72 AM18","EIGHTH AMENDMENT TO AGREEMENT FOR CLAY COUNTY ANIMAL SERVICES SHELTER AND CARE FACILITY - E. VAUGHAN RIVERS","E. VAUGHAN RIVERS","Construction/Repairs/Facilities",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2024/2025-72","https://dmcc.clayclerk.com/Documents/Download/18691","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Renewals/Extensions/Amendments","2026-06-09","2024/2025-72 AM8","EIGHTH AMENDMENT TO AGREEMENT FOR CLAY COUNTY ANIMAL SERVICES SHELTER AND CARE FACILITY - E. VAUGHN RIVERS","E. VAUGHN RIVERS","Construction/Repairs/Facilities",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","MISSING","MISSING","MISSING",,,,"2024/2025-72","https://dmcc.clayclerk.com/Documents/Download/18693","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26","25/26-084","Agreement/Contract","2026-06-09","2025/2026-0173","AGREEMENT FOR MOSQUITO CONTROL PROGRAM SERVICES - VECTOR DISEASE CONTROL INTERNATIONAL","Vector Disease Control International","Environmental/Mosquito",,"SUBSTANTIVE OFFICIAL DOCUMENT REVIEWED","https://claycounty.novusagenda.com/agendapublic/CoverSheet.aspx?ItemID=16851&MeetingID=2160","FOUND","FOUND","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18727","Routine service price verified at $25,571 monthly less a $1,800 monthly county-facility credit; as-needed work and actual payments remain unverified."
"FY2025-26",,"Agreement/Contract","2026-06-09","2025/2026-0175","AGREEMENT FOR CONTINUING PROFESSIONAL SERVICES FOR PLANNING AND STUDY SERVICES - BAXTER-WOODMAN","BAXTER-WOODMAN","Engineering & Professional Services","Planning & Study","CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18737","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-09","2025/2026-0177","AGREEMENT FOR CONTINUING PROFESSIONAL SERVICES FOR GEOTECHNICAL SERVICES",,"Engineering & Professional Services","Geotechnical","CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18715","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-09","2025/2026-0178","AGREEMENT FOR CONTINUING PROFESSIONAL SERVICES FOR CIVIL ENGINEERING TRANSPORTATION TRAFFIC ENGINEERING AND LANDSCAPE ARCHITECTURAL SERVICES",,"Engineering & Professional Services","Architecture & Design","CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18716","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-09","2025/2026-0179","AGREEMENT FOR CONTINUING PROFESSIONAL SERVICES FOR CIVIL ENGINEERING TRANSPORTATION TRAFFIC ENGINEERING AND LANDSCAPE ARCHITECTURAL SERVICES AND STRUCTURAL ENGINEERING SERVICES",,"Engineering & Professional Services","Architecture & Design","CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18717","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-09","2025/2026-0180","AGREEMENT FOR CONTINUING PROFESSIONAL SERVICES FOR CIVIL ENGINEERING SERVICES - JONES EDMUNDS","JONES EDMUNDS","Engineering & Professional Services","Civil / Transportation","CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18718","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-09","2025/2026-0181","AGREEMENT FOR CONTINUING PROFESSIONAL SERVICES FOR CIVIL ENGINEERING, ENVIRONMENTAL, TRANSPORTATION, TRAFFIC ENGINEERING, PLANNING, LANDSCAPE ARCHITECTURAL, AND STRUCTURAL ENGINEERING SERVICES - KIMLEY-HORN","KIMLEY-HORN","Environmental/Mosquito",,"CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18719","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-09","2025/2026-0182","AGREEMENT FOR CONTINUING PROFESSIONAL SERIVES FOR GEOTECHNICAL SERVICES - UES","UES","Engineering & Professional Services","Geotechnical","CLERK INDEX METADATA ONLY",,"NEEDS VERIFICATION","NEEDS VERIFICATION","FOUND","N/A","MISSING","MISSING","MISSING",,,,,"https://dmcc.clayclerk.com/Documents/Download/18720","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-09","2025/2026-0183","AGREEMENT FOR CONTINUING PROFESSIONAL SERVICES FOR CIVIL ENGINEERING, ENVIRONMENTAL, TRANSPORTATION, TRAFFIC ENGINEERING, PLANNING, LANDSCAPE ARCHITECTURAL, AND STRUCTURAL ENGINEERING SERVICES WGI",,"Environmental/Mosquito",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18721","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-09","2025/2026-0184","CLAY COUNTY PARK LEASE AGREEMENT - PAUL C. ARMSTRONG - FLEMING ISLAND ATHLETIC ASSOCIATION",,"Parks/Recreation",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18735","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-09","2025/2026-0185","CLAY COUNTY PARK LEASE AGREEMENT - NEPTUNE PARK - FLEMING ISLAND ATHLETIC ASSOCAITION",,"Parks/Recreation",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18734","Clerk index metadata verified; document terms and payment chain require document-level review."
"FY2025-26",,"Agreement/Contract","2026-06-09","2025/2026-0186","CLAY COUNTY PARK LEASE AGREEMENT - CARL PUGH COMMUNITY PARK - GREEN CVOE SPRINGS BASEBALL/SOFTBALL ASSOCIATION",,"Parks/Recreation",,"CLERK INDEX METADATA ONLY",,"N/A","N/A","FOUND","N/A","N/A","N/A","N/A",,,,,"https://dmcc.clayclerk.com/Documents/Download/18733","Clerk index metadata verified; document terms and payment chain require document-level review."
